"24/11 07:00",1.8 ,"24/11 15:00",7.3 ,"24/11",64,4.6 
"25/11 07:00",2,"25/11 15:00",7.7 ,"25/11",64,4.9 
"26/11 07:00",2.5 ,"26/11 15:00",7.3 ,"26/11",64,4.9 
"27/11 07:00",1.7 ,"27/11 15:00",7,"27/11",64,4.4 
"28/11 07:00",1.6 ,"28/11 15:00",6.7 ,"28/11",64,4.2 
"29/11 07:00",1.7 ,"29/11 15:00",7,"29/11",64,4.4 
"30/11 07:00",1.6 ,"30/11 15:00",6.7 ,"30/11",64,4.1 
"01/12 07:00",1.6 ,"01/12 15:00",6.3 ,"01/12",78.8,4
"02/12 07:00",1.5 ,"02/12 15:00",6.7 ,"02/12",78.8,4.1 
"03/12 07:00",2,"03/12 15:00",6.9 ,"03/12",78.8,4.5 
"04/12 07:00",2,"04/12 15:00",6.7 ,"04/12",78.8,4.4 
"05/12 07:00",1.9 ,"05/12 15:00",7.1 ,"05/12",78.8,4.5 
"06/12 07:00",1.6 ,"06/12 15:00",6.2 ,"06/12",78.8,3.9 
"07/12 07:00",0.9 ,"07/12 15:00",6,"07/12",78.8,3.5 
"08/12 07:00",1.4 ,"08/12 15:00",6,"08/12",78.8,3.7 
"09/12 07:00",1,"09/12 15:00",5.6 ,"09/12",78.8,3.3 
"10/12 07:00",0.8 ,"10/12 15:00",5.2 ,"10/12",78.8,3
"11/12 07:00",0.2 ,"11/12 15:00",4.8 ,"11/12",78.8,2.5 
"12/12 07:00",1.2 ,"12/12 15:00",5.5 ,"12/12",78.8,3.3 
"13/12 07:00",0.6 ,"13/12 15:00",5.8 ,"13/12",78.8,3.2 
"14/12 07:00",0.3 ,"14/12 15:00",4.2 ,"14/12",78.8,2.3 
"15/12 07:00",-0.6 ,"15/12 15:00",4.6 ,"15/12",78.8,2
"16/12 07:00",-0.2 ,"16/12 15:00",5.1 ,"16/12",78.8,2.4 
"17/12 07:00",0.2 ,"17/12 15:00",4.9 ,"17/12",78.8,2.6 
"18/12 07:00",0.7 ,"18/12 15:00",6,"18/12",78.8,3.3 
"19/12 07:00",0.5 ,"19/12 15:00",6,"19/12",78.8,3.2 
"20/12 07:00",0.4 ,"20/12 15:00",5.9 ,"20/12",78.8,3.2 
"21/12 07:00",0.4 ,"21/12 15:00",5.8 ,"21/12",78.8,3.1 
"22/12 07:00",1,"22/12 15:00",5.2 ,"22/12",78.8,3.1 
"23/12 07:00",0.7 ,"23/12 15:00",5.3 ,"23/12",78.8,3
"24/12 07:00",0.3 ,"24/12 15:00",5.4 ,"24/12",78.8,2.8 
"25/12 07:00",0.8 ,"25/12 15:00",5.1 ,"25/12",78.8,3
"26/12 07:00",0.1 ,"26/12 15:00",4.8 ,"26/12",78.8,2.5 
"27/12 07:00",0.5 ,"27/12 15:00",4.8 ,"27/12",78.8,2.7 
"28/12 07:00",0.2 ,"28/12 15:00",4.6 ,"28/12",78.8,2.4 
"29/12 07:00",-0.7 ,"29/12 15:00",4.7 ,"29/12",78.8,2
"30/12 07:00",-0.3 ,"30/12 15:00",5,"30/12",78.8,2.3 
"31/12 07:00",-0.3 ,"31/12 15:00",4.5 ,"31/12",78.8,2.1 
